"SCTBKEY","DISTRICT"
"480499508003001",11
"480499508003002",11
"480499508003003",11
"480499508003004",11
"480499508003005",11
"480499508003006",11
"480499508003007",11
"480499508003008",11
"480499508003009",11
"480499508003010",11
"480499508003011",11
"480499508003012",11
"480499508003013",11
"480499508003014",11
"480499508003015",11
"480499508003016",11
"480499508003017",11
"480499508003018",11
"480499508003019",11
"480499508003020",11
"480499508003021",11
"480499508003022",11
"480499508003023",11
"480499508003024",11
"480499508003025",11
"480499508003026",11
"480499508003027",11
"480499508003028",11
"480499508003029",11
"480499508003030",11
"480499508003031",11
"480499508003032",11
"480499508003033",11
"480499508003034",11
"480499508003035",11
"480499508003036",11
"480499508003037",11
"480499508003038",11
"480499508003039",11
"480499508003040",11
"480499508003041",11
"480499508003042",11
"480499508003043",11
"480499508003044",11
"480499508003045",11
"480499508003046",11
"480499508003047",11
"480499508003048",11
"480499508003049",11
"480499508003050",11
"480499508003051",11
"480499508003052",11
"480499508003053",11
"480499508003054",11
"480499508003055",11
"480499508003056",11
"480499508003057",11
"480499508003058",11
"480499508003059",11
"480499508003060",11
"480499508003061",11
"480499508003062",11
"480499508003063",11
"480499508003064",11
"480499508003065",11
"480499508003066",11
"480499508003067",11
"480499508003068",11
"480499508003069",11
"480499508003070",11
"480499508003071",11
"480499508003072",11
"480499508003073",11
"480499508003074",11
"480499508003075",11
"480499508003076",11
"480499508003077",11
"480499508003078",11
"480499508003079",11
"480499508003080",11
"480499508003081",11
"480499508003082",11
"480499508003083",11
"480499508003084",11
"480499508003085",11
"480499508003086",11
"480499508003087",11
"480499508003088",11
"480499508003089",11
"480499508003090",11
"480499508003091",11
"480499508003092",11
"480499508003093",11
"480499508003094",11
"480499508003095",11
"480499508003096",11
"480499508003097",11
"480499508003098",11
"480499508003099",11
"480499509001000",11
"480499509001001",11
"480499509001002",11
"480499509001003",11
"480499509001004",11
"480499509001005",11
"480499509001006",11
"480499509001007",11
"480499509001008",11
"480499509001009",11
"480499509001010",11
"480499509001011",11
"480499509001012",11
"480499509001013",11
"480499509001014",11
"480499509001015",11
"480499509001016",11
"480499509001017",11
"480499509001018",11
"480499509001019",11
"480499509001020",11
"480499509001021",11
"480499509001022",11
"480499509001023",11
"480499509001024",11
"480499509001025",11
"480499509001026",11
"480499509001027",11
"480499509001028",11
"480499509001029",11
"480499509001030",11
"480499509001031",11
"480499509001032",11
"480499509001033",11
"480499509001034",11
"480499509001035",11
"480499509001036",11
"480499509002000",11
"480499509002001",11
"480499509002002",11
"480499509002003",11
"480499509002004",11
"480499509002005",11
"480499509002006",11
"480499509002007",11
"480499509002008",11
"480499509002009",11
"480499509002010",11
"480499509002011",11
"480499509002012",11
"480499509002013",11
"480499509002014",11
"480499509002015",11
"480499509002016",11
"480499509002017",11
"480499509002018",11
"480499509002019",11
"480499509002020",11
"480499509002021",11
"480499509002022",11
"480499509002023",11
"480499509002024",11
"480499509002025",11
"480499509002026",11
"480499509002027",11
"480499509002028",11
"480499509002029",11
"480499509002030",11
"480499509002031",11
"480499509002032",11
"480499509002033",11
"480499509002034",11
"480499509002035",11
"480499509002036",11
"480499509002037",11
"480499509002038",11
"480499509002039",11
"480499509002040",11
"480499509002041",11
"480499509002042",11
"480499509002043",11
"480499509002044",11
"480499509002045",11
"480499509002046",11
"480499509002047",11
"480499509002048",11
"480499509002049",11
"480499509003000",11
"480499509003001",11
"480499509003002",11
"480499509003003",11
"480499509003004",11
"480499509003005",11
"480499509003006",11
"480499509003007",11
"480499509003008",11
"480499509003009",11
"480499509003010",11
"480499509003011",11
"480499509003012",11
"480499509003013",11
"480499509003014",11
"480499509003015",11
"480499509003016",11
"480499509003017",11
"480499509003018",11
"480499509003019",11
"480499509003020",11
"480499509003021",11
"480499509003022",11
"480499509003023",11
"480499509003024",11
"480499509003025",11
"480499509003026",11
"480499509003027",11
"480499509003028",11
"480499509003029",11
"480499509003030",11
"480499509003031",11
"480499509003032",11
"480499509003033",11
"480499509003034",11
"480499509003035",11
"480499509003036",11
"480499509003037",11
"480499509003038",11
"480499509003039",11
"480499509003040",11
"480499509003041",11
"480499509003042",11
"480499509003043",11
"480499509003044",11
"480499509004000",11
"480499509004001",11
"480499509004002",11
"480499509004003",11
"480499509004004",11
"480499509004005",11
"480499509004006",11
"480499509004007",11
"480499509004008",11
"480499509004009",11
"480499509004010",11
"480499509004011",11
"480499509004012",11
"480499509004013",11
"480499510001000",11
"480499510001001",11
"480499510001002",11
"480499510001003",11
"480499510001004",11
"480499510001005",11
"480499510001006",11
"480499510001007",11
"480499510001008",11
"480499510001009",11
"480499510001010",11
"480499510001011",11
"480499510001012",11
"480499510001013",11
"480499510001014",11
"480499510001015",11
"480499510001016",11
"480499510001017",11
"480499510001018",11
"480499510001019",11
"480499510001020",11
"480499510001021",11
"480499510001022",11
"480499510001023",11
"480499510001024",11
"480499510001025",11
"480499510002000",11
"480499510002001",11
"480499510002002",11
"480499510002003",11
"480499510002004",11
"480499510002005",11
"480499510002006",11
"480499510002007",11
"480499510002008",11
"480499510002009",11
"480499510002010",11
"480499510002011",11
"480499510002012",11
"480499510002013",11
"480499510002014",11
"480499510002015",11
"480499510002016",11
"480499510002017",11
"480499510002018",11
"480499510002019",11
"480499510002020",11
"480499510002021",11
"480499510002022",11
"480499510002023",11
"480499510002024",11
"480499510002025",11
"480499510002026",11
"480499510003000",11
"480499510003001",11
"480499510003002",11
"480499510003003",11
"480499510003004",11
"480499510003005",11
"480499510003006",11
"480499510003007",11
"480499510003008",11
"480499510003009",11
"480499510003010",11
"480499510003011",11
"480499510003012",11
"480499510003013",11
"480499510003014",11
"480499510003015",11
"480499510003016",11
"480499510003017",11
"480499510003018",11
"480499510003019",11
"480499510003020",11
"480499510003021",11
"480499510003022",11
"480499510003023",11
"480499510003024",11
"480499510003025",11
"480499510003026",11
"480499510003027",11
"480499510003028",11
"480499510003029",11
"480499510003030",11
"480499510003031",11
"480499510003032",11
"480499510003033",11
"480499510003034",11
"480499510003035",11
"480499510003036",11
"480499510003037",11
"480499510003038",11
"480499510003039",11
"480499510003040",11
"480499510003041",11
"480499510003042",11
"480499510003043",11
"480499510003044",11
"480499510003045",11
"480499511001000",11
"480499511001001",11
"480499511001002",11
"480499511001003",11
"480499511001004",11
"480499511001005",11
"480499511001006",11
"480499511001007",11
"480499511001008",11
"480499511001009",11
"480499511001010",11
"480499511001011",11
"480499511001012",11
"480499511001013",11
"480499511001014",11
"480499511001015",11
"480499511001016",11
"480499511001017",11
"480499511001018",11
"480499511001019",11
"480499511001020",11
"480499511001021",11
"480499511001022",11
"480499511001023",11
"480499511001024",11
"480499511001025",11
"480499511001026",11
"480499511001027",11
"480499511001028",11
"480499511001029",11
"480499511001030",11
"480499511001031",11
"480499511001032",11
"480499511001033",11
"480499511001034",11
"480499511001035",11
"480499511001036",11
"480499511001037",11
"480499511001038",11
"480499511002000",11
"480499511002001",11
"480499511002002",11
"480499511002003",11
"480499511002004",11
"480499511002005",11
"480499511002006",11
"480499511002007",11
"480499511002008",11
"480499511002009",11
"480499511002010",11
"480499511002011",11
"480499511002012",11
"480499511002013",11
"480499511002014",11
"480499511002015",11
"480499511002016",11
"480499511002017",11
"480499511002018",11
"480499511002019",11
"480499511002020",11
"480499511002021",11
"480499511002022",11
"480499511002023",11
"480499511002024",11
"480499511002025",11
"480499511002026",11
"480499511002027",11
"480499511002028",11
"480499511002029",11
"480499511002030",11
"480499511002031",11
"480499511002032",11
"480499511002033",11
"480499511002034",11
"480499511002035",11
"480499511002036",11
"480499511002037",11
"480499511002038",11
"480499511002039",11
"480499511002040",11
"480499511002041",11
"480499511002042",11
"480499511002043",11
"480499511002044",11
"480499511002045",11
"480499511002046",11
"480499511002047",11
"480499511002048",11
"480499511002049",11
"480499511002050",11
"480499511002051",11
"480499511002052",11
"480499511002053",11
"480499511002054",11
"480499511002055",11
"480499511002056",11
"480499511002057",11
"480499511002058",11
"480499511002059",11
"480499511002060",11
"480499511002061",11
"480499511002062",11
"480499511002063",11
"480499511002064",11
"480499511002065",11
"480499511003000",11
"480499511003001",11
"480499511003002",11
"480499511003003",11
"480499511003004",11
"480499511003005",11
"480499511003006",11
"480499511003007",11
"480499511003008",11
"480499511003009",11
"480499511003010",11
"480499511003011",11
"480499511003012",11
"480499511003013",11
"480499511003014",11
"480499511003015",11
"480499511003016",11
"480499511003017",11
"480499511003018",11
"480499511003019",11
"480499511003020",11
"480499511003021",11
"480499511003022",11
"480499511003023",11
"480499511003024",11
"480499511003025",11
"480499511003026",11
"480499511003027",11
"480499511003028",11
"480499511003029",11
"480499511003030",11
"480499511003031",11
"480499511003032",11
"480499511003033",11
"480499511003034",11
"480499512001000",11
"480499512001001",11
"480499512001002",11
"480499512001003",11
"480499512001004",11
"480499512001005",11
"480499512001006",11
"480499512001007",11
"480499512001008",11
"480499512001009",11
"480499512001010",11
"480499512001011",11
"480499512001012",11
"480499512001013",11
"480499512001014",11
"480499512001015",11
"480499512001016",11
"480499512001017",11
"480499512001018",11
"480499512001019",11
"480499512001020",11
"480499512001021",11
"480499512001022",11
"480499512001023",11
"480499512001024",11
"480499512001025",11
"480499512001026",11
"480499512001027",11
"480499512001028",11
"480499512001029",11
"480499512001030",11
"480499512001031",11
"480499512001032",11
"480499512001033",11
"480499512001034",11
"480499512001035",11
"480499512001036",11
"480499512001037",11
"480499512001038",11
"480499512001039",11
"480499512001040",11
"480499512001041",11
"480499512001042",11
"480499512001043",11
"480499512001044",11
"480499512001045",11
"480499512001046",11
"480499512001047",11
"480499512001048",11
"480499512001049",11
"480499512001050",11
"480499512001051",11
"480499512001052",11
"480499512001053",11
"480499512001054",11
"480499512001055",11
"480499512001056",11
"480499512001057",11
"480499512001058",11
"480499512001059",11
"480499512001060",11
"480499512001061",11
"480499512001062",11
"480499512001063",11
"480499512001064",11
"480499512001065",11
"480499512001066",11
"480499512001067",11
"480499512001068",11
"480499512001069",11
"480499512001070",11
"480499512001071",11
"480499512001072",11
"480499512001073",11
"480499512001074",11
"480499512001075",11
"480499512001076",11
"480499512002000",11
"480499512002001",11
"480499512002002",11
"480499512002003",11
"480499512002004",11
"480499512002005",11
"480499512002006",11
"480499512002007",11
"480499512002008",11
"480499512002009",11
"480499512002010",11
"480499512002011",11
"480499512002012",11
"480499512002013",11
"480499512002014",11
"480499512002015",11
"480499512002016",11
"480499512002017",11
"480499512002018",11
"480499512002019",11
"480499512002020",11
"480499512002021",11
"480499512002022",11
"480499512002023",11
"480499512002024",11
"480499512002025",11
"480499512002026",11
"480499512002027",11
"480499512002028",11
"480499512002029",11
"480499512002030",11
"480499512002031",11
"480499512002032",11
"480499512002033",11
"480499512002034",11
"480499512002035",11
"480499512002036",11
"480499512002037",11
"480499512002038",11
"480499512002039",11
"480499512002040",11
"480499512002041",11
"480499512002042",11
"480499512002043",11
"480499512002044",11
"480499512002045",11
"480499512002046",11
"480499512002047",11
"480499512002048",11
"480499512002049",11
"480499512002050",11
"480499512002051",11
"480499512002052",11
"480499512002053",11
"480499512002054",11
"480499512002055",11
"480499512002056",11
"480499512002057",11
"480499512002058",11
"480499512002059",11
"480499512002060",11
"480499512002061",11
"480499512002062",11
"480499512002063",11
"480499512002064",11
"480499512002065",11
"480499512002066",11
"480499512002067",11
"480499512002068",11
"480499512002069",11
"480499513001000",11
"480499513001001",11
"480499513001002",11
"480499513001003",11
"480499513001004",11
"480499513001005",11
"480499513001006",11
"480499513001007",11
"480499513001008",11
"480499513001009",11
"480499513001010",11
"480499513001011",11
"480499513001012",11
"480499513001013",11
"480499513001014",11
"480499513001015",11
"480499513001016",11
"480499513001017",11
"480499513001018",11
"480499513001019",11
"480499513001020",11
"480499513001021",11
"480499513001022",11
"480499513001023",11
"480499513001024",11
"480499513001025",11
"480499513001026",11
"480499513001027",11
"480499513001028",11
"480499513001029",11
"480499513001030",11
"480499513001031",11
"480499513001032",11
"480499513001033",11
"480499513001034",11
"480499513001035",11
"480499513001036",11
"480499513001037",11
"480499513001038",11
"480499513001039",11
"480499513001040",11
"480499513001041",11
"480499513001042",11
"480499513001043",11
"480499513001044",11
"480499513001045",11
"480499513001046",11
"480499513001047",11
"480499513001048",11
"480499513001049",11
"480499513002000",11
"480499513002001",11
"480499513002002",11
"480499513002003",11
"480499513002004",11
"480499513002005",11
"480499513002006",11
"480499513002007",11
"480499513002008",11
"480499513002009",11
"480499513002010",11
"480499513002011",11
"480499513002012",11
"480499513002013",11
"480499513002014",11
"480499513002015",11
"480499513002016",11
"480499513002017",11
"480499513002018",11
"480499513002019",11
"480499513002020",11
"480499513002021",11
"480499513002022",11
"480499513002023",11
"480499513002024",11
"480499513002025",11
"480499513002026",11
"480499513002027",11
"480499513002028",11
"480499513002029",11
"480499513002030",11
"480499513002031",11
"480499513002032",11
"480499513002033",11
"480499513002034",11
"480499513002035",11
"480499513002036",11
"480499513002037",11
"480499513002038",11
"480499513002039",11
"480499513002040",11
"480499513002041",11
"480499513002042",11
"480499513002043",11
"480499513002044",11
"480499513002045",11
"480499513002046",11
"480499513002047",11
"480499513002048",11
"480499513002049",11
"480499513002050",11
"480499513002051",11
"480499513002052",11
"480499513002053",11
"480499513002054",11
"480499513002055",11
"480499513002056",11
"480499513002057",11
"480499513002058",11
"480499513002059",11
"480499513002060",11
"480499513002061",11
"480499513002062",11
"480499513002063",11
"480499513002064",11
"480499513002065",11
"480499513002066",11
"480499513002067",11
"480499513002068",11
"480499513002069",11
"480499513002070",11
"480499513002071",11
"480499513002072",11
"480499513002073",11
"480499513002074",11
"480499513002075",11
"480499513002076",11
"480499513002077",11
"480499513002078",11
"480499513002079",11
"480499513002080",11
"480499513002081",11
"480499513002082",11
"480499513002083",11
"480499513002084",11
"480499513002085",11
"480499513002086",11
"480499513002087",11
"480499513002088",11
"480499513002089",11
"480499513002090",11
"480499513002091",11
"480499513002092",11
"480499513002093",11
"480499513002094",11
"480499513002095",11
"480499513002096",11
"480499513002097",11
"480499513002098",11
"480499513002099",11
"480499513002100",11
"480499513002101",11
"480499513002102",11
"480499513002103",11
"480499513002104",11
"480499513002105",11
"480499513002106",11
"480499513002107",11
"480499513002108",11
"480499513002109",11
"480499513002110",11
"480499513002111",11
"480499513002112",11
"480499513002113",11
"480499513002114",11
"480499513002115",11
"480499513002116",11
"480499513002117",11
"480499513002118",11
"480499513002119",11
"480499513002120",11
"480499513002121",11
"480499513002122",11
"480499513002123",11
"480499513002124",11
"480499513002125",11
"480499513002126",11
"480499513002127",11
"480519701001000",10
"480519701001001",10
"480519701001002",10
"480519701001003",10
"480519701001004",10
"480519701001005",10
"480519701001006",10
"480519701001007",10
"480519701001008",10
"480519701001009",10
"480519701001010",10
"480519701001011",10
"480519701001012",10
"480519701001013",10
"480519701001014",10
"480519701001015",10
"480519701001016",10
"480519701001017",10
"480519701001018",10
"480519701001019",10
"480519701001020",10
"480519701002000",10
"480519701002001",10
"480519701002002",10
"480519701002003",10
"480519701002004",10
"480519701002005",10
"480519701002006",10
"480519701002007",10
"480519701002008",10
"480519701002009",10
"480519701002010",10
"480519701002011",10
"480519701002012",10
"480519701002013",10
"480519701002014",10
"480519701002015",10
"480519701002016",10
"480519701002017",10
"480519701002018",10
"480519701002019",10
"480519701002020",10
"480519701002021",10
"480519701002022",10
"480519701002023",10
"480519701002024",10
"480519701002025",10
"480519701002026",10
"480519701002027",10
"480519701002028",10
"480519701002029",10
"480519701002030",10
"480519701002031",10
"480519701002032",10
"480519701002033",10
"480519701002034",10
"480519701002035",10
"480519701002036",10
"480519701002037",10
"480519701002038",10
"480519701002039",10
"480519701002040",10
"480519701002041",10
"480519701002042",10
"480519702011000",10
"480519702011001",10
"480519702011002",10
"480519702011003",10
"480519702011004",10
"480519702011005",10
"480519702011006",10
"480519702011007",10
"480519702011008",10
"480519702011009",10
"480519702011010",10
"480519702011011",10
"480519702011012",10
"480519702011013",10
"480519702011014",10
"480519702011015",10
"480519702011016",10
"480519702011017",10
"480519702011018",10
"480519702011019",10
"480519702011020",10
"480519702011021",10
"480519702011022",10
"480519702011023",10
"480519702011024",10
"480519702011025",10
"480519702011026",10
"480519702011027",10
"480519702011028",10
"480519702011029",10
"480519702011030",10
"480519702011031",10
"480519702011032",10
"480519702011033",10
"480519702011034",10
"480519702011035",10
"480519702011036",10
"480519702011037",10
"480519702011038",10
"480519702011039",10
"480519702011040",10
"480519702011041",10
"480519702011042",10
"480519702011043",10
"480519702012000",10
"480519702012001",10
"480519702012002",10
"480519702012003",10
"480519702012004",10
"480519702012005",10
"480519702012006",10
"480519702012007",10
"480519702012008",10
"480519702012009",10
"480519702012010",10
"480519702012011",10
"480519702012012",10
"480519702012013",10
"480519702012014",10
"480519702012015",10
"480519702012016",10
"480519702012017",10
"480519702012018",10
"480519702012019",10
"480519702012020",10
"480519702012021",10
"480519702012022",10
"480519702012023",10
"480519702012024",10
"480519702012025",10
"480519702012026",10
"480519702012027",10
"480519702012028",10
"480519702012029",10
"480519702012030",10
"480519702012031",10
"480519702012032",10
"480519702012033",10
"480519702012034",10
"480519702012035",10
"480519702012036",10
"480519702012037",10
"480519702012038",10
"480519702012039",10
"480519702012040",10
"480519702012041",10
"480519702012042",10
"480519702012043",10
"480519702012044",10
"480519702012045",10
"480519702012046",10
"480519702012047",10
"480519702021000",10
"480519702021001",10
"480519702021002",10
"480519702021003",10
"480519702021004",10
"480519702021005",10
"480519702021006",10
"480519702021007",10
"480519702021008",10
"480519702021009",10
"480519702021010",10
"480519702021011",10
"480519702021012",10
"480519702021013",10
"480519702021014",10
"480519702021015",10
"480519702021016",10
"480519702021017",10
"480519702021018",10
"480519702021019",10
"480519702021020",10
"480519702021021",10
"480519702021022",10
"480519702021023",10
"480519702021024",10
"480519702021025",10
"480519702021026",10
"480519702021027",10
"480519702021028",10
"480519702021029",10
"480519702022000",10
"480519702022001",10
"480519702022002",10
"480519702022003",10
"480519702022004",10
"480519702022005",10
"480519702022006",10
"480519702022007",10
"480519702022008",10
"480519702022009",10
"480519702022010",10
"480519702022011",10
"480519702022012",10
"480519702022013",10
"480519702022014",10
"480519702022015",10
"480519702022016",10
"480519702022017",10
"480519702022018",10
"480519702022019",10
"480519702022020",10
"480519702022021",10
"480519702023000",10
"480519702023001",10
"480519702023002",10
"480519702023003",10
"480519702023004",10
"480519702023005",10
"480519702023006",10
"480519702023007",10
"480519702023008",10
"480519702023009",10
"480519702023010",10
"480519702023011",10
"480519702023012",10
"480519702023013",10
"480519702023014",10
"480519702023015",10
"480519702023016",10
"480519702023017",10
"480519702023018",10
"480519702023019",10
"480519702023020",10
"480519702023021",10
"480519702023022",10
"480519702023023",10
"480519702023024",10
"480519702023025",10
"480519702023026",10
"480519702023027",10
"480519702023028",10
"480519702023029",10
"480519702023030",10
"480519702023031",10
"480519702023032",10
"480519702023033",10
"480519702023034",10
"480519702023035",10
"480519702023036",10
"480519702023037",10
"480519702023038",10
"480519702023039",10
"480519702023040",10
"480519702023041",10
"480519702023042",10
"480519702023043",10
"480519702023044",10
"480519702023045",10
"480519702023046",10
"480519702023047",10
"480519702023048",10
"480519702023049",10
"480519702023050",10
"480519702023051",10
"480519702023052",10
"480519702023053",10
"480519702023054",10
"480519702023055",10
"480519702023056",10
"480519702023057",10
"480519702023058",10
"480519702023059",10
"480519702023060",10
"480519702023061",10
"480519702023062",10
"480519702023063",10
"480519702023064",10
"480519702023065",10
"480519702023066",10
"480519702023067",10
"480519702023068",10
"480519702023069",10
"480519702023070",10
"480519702023071",10
"480519702023072",10
"480519702023073",10
"480519702023074",10
"480519702023075",10
"480519702023076",10
"480519702023077",10
"480519702023078",10
"480519703001000",10
"480519703001001",10
"480519703001002",10
"480519703001003",10
"480519703001004",10
"480519703001005",10
"480519703001006",10
"480519703001007",10
"480519703001008",10
"480519703001009",10
"480519703001010",10
"480519703001011",10
"480519703001012",10
"480519703001013",10
"480519703001014",10
"480519703001015",10
"480519703001016",10
"480519703001017",10
"480519703001018",10
"480519703001019",10
"480519703001020",10
"480519703001021",10
"480519703001022",10
"480519703001023",10
"480519703001024",10
"480519703001025",10
"480519703001026",10
"480519703001027",10
"480519703001028",10
"480519703001029",10
"480519703001030",10
"480519703001031",10
"480519703001032",10
"480519703001033",10
"480519703001034",10
"480519703001035",10
"480519703001036",10
"480519703001037",10
"480519703001038",10
"480519703001039",10
"480519703001040",10
"480519703001041",10
"480519703001042",10
"480519703001043",10
"480519703001044",10
"480519703001045",10
"480519703001046",10
"480519703001047",10
"480519703001048",10
"480519703001049",10
"480519703001050",10
"480519703001051",10
"480519703001052",10
"480519703001053",10
"480519703001054",10
"480519703001055",10
"480519703001056",10
"480519703001057",10
"480519703001058",10
"480519703001059",10
"480519703001060",10
"480519703001061",10
"480519703001062",10
"480519703001063",10
"480519703001064",10
"480519703001065",10
"480519703001066",10
"480519703001067",10
"480519703001068",10
"480519703001069",10
"480519703001070",10
"480519703001071",10
"480519703001072",10
"480519703002000",10
"480519703002001",10
"480519703002002",10
"480519703002003",10
"480519703002004",10
"480519703002005",10
"480519703002006",10
"480519703002007",10
"480519703002008",10
"480519703002009",10
"480519703002010",10
"480519703002011",10
"480519703002012",10
"480519703002013",10
"480519703002014",10
"480519703002015",10
"480519703002016",10
"480519703002017",10
"480519703002018",10
"480519703002019",10
"480519703002020",10
"480519703002021",10
"480519703002022",10
"480519703002023",10
"480519703002024",10
"480519703002025",10
"480519703002026",10
"480519703002027",10
"480519703002028",10
"480519703002029",10
"480519703002030",10
"480519703002031",10
"480519703002032",10
"480519703002033",10
"480519703002034",10
"480519703002035",10
"480519703002036",10
"480519703002037",10
"480519703002038",10
"480519703002039",10
"480519703002040",10
"480519703002041",10
"480519703002042",10
"480519703002043",10
"480519703002044",10
"480519703002045",10
"480519703002046",10
"480519703002047",10
"480519703002048",10
"480519703002049",10
"480519703002050",10
"480519703002051",10
"480519703002052",10
"480519703002053",10
"480519703002054",10
"480519703002055",10
"480519703002056",10
"480519703002057",10
"480519703002058",10
"480519703002059",10
"480519703003000",10
"480519703003001",10
"480519703003002",10
"480519703003003",10
"480519703003004",10
"480519703003005",10
"480519703003006",10
"480519703003007",10
"480519703003008",10
"480519703003009",10
"480519703003010",10
"480519703003011",10
"480519703003012",10
"480519703003013",10
"480519703003014",10
"480519703003015",10
"480519703003016",10
"480519703003017",10
"480519703003018",10
"480519703003019",10
"480519703003020",10
"480519703003021",10
"480519703003022",10
"480519703003023",10
"480519703003024",10
"480519703003025",10
"480519703003026",10
"480519703003027",10
"480519703003028",10
"480519703003029",10
"480519703003030",10
"480519703003031",10
"480519703003032",10
"480519703003033",10
"480519703003034",10
"480519703003035",10
"480519703003036",10
"480519703003037",10
"480519703003038",10
"480519703003039",10
"480519703003040",10
"480519703003041",10
"480519703003042",10
"480519703003043",10
"480519703003044",10
"480519703003045",10
"480519703003046",10
"480519703003047",10
"480519703003048",10
"480519703003049",10
"480519703003050",10
"480519703003051",10
"480519703003052",10
"480519703003053",10
"480519703003054",10
"480519703003055",10
"480519703003056",10
"480519703003057",10
"480519703003058",10
"480519703003059",10
"480519703003060",10
"480519703003061",10
"480519703003062",10
"480519703003063",10
"480519703003064",10
"480519703003065",10
"480519703003066",10
"480519704001000",10
"480519704001001",10
"480519704001002",10
"480519704001003",10
"480519704001004",10
"480519704001005",10
"480519704001006",10
"480519704001007",10
"480519704001008",10
"480519704001009",10
"480519704001010",10
"480519704001011",10
"480519704001012",10
"480519704001013",10
"480519704001014",10
"480519704001015",10
"480519704001016",10
"480519704001017",10
"480519704001018",10
"480519704001019",10
"480519704001020",10
"480519704001021",10
"480519704001022",10
"480519704001023",10
"480519704001024",10
"480519704001025",10
"480519704001026",10
"480519704001027",10
"480519704001028",10
"480519704001029",10
"480519704001030",10
"480519704001031",10
"480519704001032",10
"480519704001033",10
"480519704001034",10
"480519704001035",10
"480519704001036",10
"480519704001037",10
"480519704001038",10
"480519704001039",10
"480519704001040",10
"480519704001041",10
"480519704001042",10
"480519704001043",10
"480519704001044",10
"480519704001045",10
"480519704001046",10
"480519704001047",10
"480519704001048",10
"480519704001049",10
"480519704001050",10
"480519704001051",10
"480519704001052",10
"480519704001053",10
"480519704001054",10
"480519704001055",10
"480519704001056",10
"480519704001057",10
"480519704001058",10
"480519704001059",10
"480519704001060",10
"480519704001061",10
"480519704001062",10
"480519704001063",10
"480519704001064",10
"480519704001065",10
"480519704001066",10
"480519704002000",10
"480519704002001",10
"480519704002002",10
"480519704002003",10
"480519704002004",10
"480519704002005",10
"480519704002006",10
"480519704002007",10
"480519704002008",10
"480519704002009",10
"480519704002010",10
"480519704002011",10
"480519704002012",10
"480519704002013",10
"480519704002014",10
"480519704002015",10
"480519704002016",10
"480519704002017",10
"480519704002018",10
"480519704002019",10
"480519704002020",10
"480519704002021",10
"480519704002022",10
"480519704002023",10
"480519704002024",10
"480519704002025",10
"480519704002026",10
"480519704002027",10
"480519704002028",10
"480519704002029",10
"480519704002030",10
"480519704002031",10
"480519704002032",10
"480519704002033",10
"480519704002034",10
"480519704002035",10
"480519704002036",10
"480519704002037",10
"480519704002038",10
"480519704002039",10
"480519704002040",10
"480519704002041",10
"480519704002042",10
"480519704002043",10
"480519704002044",10
"480519704002045",10
"480519704002046",10
"480519704003000",10
"480519704003001",10
"480519704003002",10
"480519704003003",10
"480519704003004",10
"480519704003005",10
"480519704003006",10
"480519704003007",10
"480519704003008",10
"480519704003009",10
"480519704003010",10
"480519704003011",10
"480519704003012",10
"480519704003013",10
"480519704003014",10
"480519704003015",10
"480519704003016",10
"480519704004000",10
"480519704004001",10
"480519704004002",10
"480519704004003",10
"480519704004004",10
"480519704004005",10
"480519704004006",10
"480519704004007",10
"480519704004008",10
"480519704004009",10
"480519704004010",10
"480519704004011",10
"480519704004012",10
"480519704004013",10
"480519704004014",10
"480519704004015",10
"480519704004016",10
"480519704004017",10
"480519704004018",10
"480519704004019",10
"480519704004020",10
"480519704004021",10
"480519704004022",10
"480519704004023",10
"480519704004024",10
"480519704004025",10
"480519704004026",10
"480519704004027",10
"480519704004028",10
"480519704004029",10
"480519704004030",10
"480519704004031",10
"480519704004032",10
"480519704004033",10
"480519704004034",10
"480519704004035",10
"480519704004036",10
"480519704004037",10
"480519704004038",10
"480519704004039",10
"480519704004040",10
"480519704004041",10
"480519704004042",10
"480519704004043",10
"480519704004044",10
"480519704004045",10
"480519704004046",10
"480519704004047",10
"480519704004048",10
"480519704004049",10
"480519704004050",10
"480519704004051",10
"480519704004052",10
"480519704004053",10
"480519704004054",10
"480519704004055",10
"480519704004056",10
"480519704004057",10
"480519704004058",10
"480519704004059",10
"480519704004060",10
"480519704004061",10
"480519704004062",10
"480519704004063",10
"480519704004064",10
"480519704004065",10
"480519704004066",10
"480519704004067",10
"480519704004068",10
"480519704004069",10
"480519704004070",10
"480519704004071",10
"480519704004072",10
"480519704004073",10
"480519704004074",10
"480519704004075",10
"480519704004076",10
"480519704004077",10
"480519704004078",10
"480519704004079",10
"480519704004080",10
"480519704004081",10
"480519704004082",10
"480519704004083",10
"480519704004084",10
"480519704004085",10
"480519704004086",10
"480519704004087",10
"480519704004088",10
"480519704004089",10
"480519704004090",10
"480519705011000",10
"480519705011001",10
"480519705011002",10
"480519705011003",10
"480519705011004",10
"480519705011005",10
"480519705011006",10
"480519705011007",10
"480519705011008",10
"480519705011009",10
"480519705011010",10
"480519705011011",10
"480519705011012",10
"480519705011013",10
"480519705011014",10
"480519705011015",10
"480519705011016",10
"480519705011017",10
"480519705011018",10
"480519705011019",10
"480519705011020",10
"480519705011021",10
"480519705011022",10
"480519705011023",10
"480519705011024",10
"480519705011025",10
"480519705011026",10
"480519705011027",10
"480519705011028",10
"480519705011029",10
"480519705011030",10
"480519705011031",10
"480519705011032",10
"480519705011033",10
"480519705011034",10
